Time,Calmness,Excitement,Awkwardness,Doubt,Anxiety,Triumph
27.68,0.73904949426651,0.1123328804969787,0.2107875645160675,0.2488161027431488,0.0900985971093177,0.046180285513401
28.0,0.8094190955162048,0.0768804475665092,0.1491262316703796,0.1561679393053054,0.1004683598875999,0.043146539479494
28.32,0.4854153394699096,0.0883254036307334,0.2464438378810882,0.3751235604286194,0.1148296818137168,0.0414330810308456
28.68,0.5788150429725647,0.1392885893583297,0.2332231700420379,0.2713168263435364,0.0840693712234497,0.0576328672468662
29.0,0.6273951530456543,0.1063965111970901,0.2205430716276168,0.2985901534557342,0.094937227666378,0.0479462146759033
29.32,0.8033322095870972,0.1002962216734886,0.2178986668586731,0.2453947812318802,0.0918953716754913,0.0417551919817924
29.68,0.7783498167991638,0.0932878404855728,0.2227583825588226,0.2731325924396515,0.1030212193727493,0.038595974445343
30.0,0.7554736733436584,0.0681619569659233,0.2189858108758926,0.3001545667648315,0.1203795373439788,0.0309887323528528
30.32,0.7566571235656738,0.0896475091576576,0.217833012342453,0.2804794609546661,0.1003390550613403,0.0395942702889442
30.68,0.7118343114852905,0.0863468572497367,0.2319276332855224,0.3109385371208191,0.117617666721344,0.035088837146759
31.0,0.7535839676856995,0.082803763449192,0.2264160066843032,0.2957287132740021,0.1136514171957969,0.0350478887557983
31.32,0.6862821578979492,0.087531104683876,0.2290002703666687,0.3069443702697754,0.1124030426144599,0.0379013232886791
31.68,0.7243543267250061,0.0782868266105651,0.2129752188920974,0.3027603924274444,0.1094309836626052,0.0370653867721557
32.0,0.7006742358207703,0.0834599584341049,0.2204393446445465,0.3090968728065491,0.1116729527711868,0.0367852076888084
32.32,0.7127388119697571,0.084666758775711,0.219641163945198,0.2970127463340759,0.1076575294137001,0.0370878428220748
32.68,0.7317901253700256,0.0790699124336242,0.2153120338916778,0.2902888357639313,0.1092443913221359,0.0361141897737979
33.0,0.857384979724884,0.0546841360628604,0.1400425881147384,0.1299704909324646,0.1176173910498619,0.0342679284512996
33.32,0.5956433415412903,0.1299038529396057,0.2727376818656921,0.2613691091537475,0.0937090888619422,0.0516710840165615
33.68,0.621021568775177,0.1377800703048706,0.2771377265453338,0.2430312931537628,0.0887033939361572,0.0554446093738079
34.0,0.6592432856559753,0.1440281867980957,0.2611374258995056,0.2242045253515243,0.0850087478756904,0.0549756586551666
34.32,0.5786119699478149,0.1683169156312942,0.258949875831604,0.2075576782226562,0.0790904387831687,0.0571810044348239
34.68,0.5163564682006836,0.1844460517168045,0.2781322598457336,0.202626496553421,0.0796632766723632,0.0644969642162323
35.0,0.584162175655365,0.2396371960639953,0.2438301742076873,0.1534399986267089,0.0593627169728279,0.0758963227272033
35.32,0.5715007781982422,0.2354417294263839,0.2391712963581085,0.1573491096496582,0.0586166158318519,0.0791410058736801
35.68,0.5848618149757385,0.2221039086580276,0.2546063065528869,0.1741448640823364,0.0661570504307746,0.0714674293994903
36.0,0.6096798181533813,0.235695868730545,0.2397970855236053,0.1452038586139679,0.0570646524429321,0.0754223838448524
36.32,0.5980510711669922,0.2465416193008422,0.2348276227712631,0.1343024969100952,0.0534052401781082,0.0766071304678917
36.68,0.6055556535720825,0.2444987595081329,0.2316143810749054,0.1305950880050659,0.0510200075805187,0.0782250016927719
37.0,0.6163158416748047,0.2369042038917541,0.2359947562217712,0.1365512311458587,0.0524010322988033,0.076759748160839
37.32,0.6157592535018921,0.2312048971652984,0.2395647466182708,0.1444949805736541,0.0548160076141357,0.0761064365506172
37.68,0.603169858455658,0.2452109158039093,0.2329208850860595,0.1341855674982071,0.0530632920563221,0.0775211602449417
38.0,0.5925598740577698,0.2357516586780548,0.2375106662511825,0.1462944149971008,0.0551573634147644,0.0792943090200424
38.32,0.5862342119216919,0.2363142818212509,0.2372685074806213,0.1505640298128128,0.0562813356518745,0.0797783136367797
38.68,0.595236599445343,0.2288354784250259,0.2448531240224838,0.1571327298879623,0.0585502982139587,0.0769949033856391
39.0,0.5741985440254211,0.2350545227527618,0.2458626627922058,0.1588065773248672,0.0597907565534114,0.078411117196083
39.32,0.5868531465530396,0.2135964632034301,0.2542622983455658,0.1753128767013549,0.0656970664858818,0.075401023030281
39.68,0.6131085157394409,0.2020649462938308,0.2527305781841278,0.1825981736183166,0.0669014602899551,0.0718967095017433
40.0,0.6632674932479858,0.1840528100728988,0.2541917264461517,0.189087301492691,0.0677357912063598,0.0675347000360488
40.32,0.669150173664093,0.1831170320510864,0.2556731402873993,0.1893231570720672,0.0672259777784347,0.0670757964253425
40.68,0.6960059404373169,0.1836977899074554,0.2485689371824264,0.1838048547506332,0.0660077407956123,0.0653030127286911
41.0,0.6541535258293152,0.1880825459957122,0.2529353201389313,0.1880436539649963,0.067678727209568,0.0674788355827331
41.32,0.5560234785079956,0.143092393875122,0.2489983439445495,0.2451886534690857,0.0914193019270896,0.0618732422590255
41.68,0.6350432634353638,0.1030229106545448,0.2494435310363769,0.3088284134864807,0.1058988720178604,0.0422448702156543
42.0,0.727775514125824,0.1259513050317764,0.2388595640659332,0.2476729452610016,0.0893425866961479,0.0486593320965766
42.32,0.6530877947807312,0.149942472577095,0.2579602301120758,0.2190155982971191,0.0793288946151733,0.0578094311058521
42.68,0.5828052759170532,0.2389240562915802,0.2368280291557312,0.1408647149801254,0.0541186109185218,0.082035131752491
43.0,0.5793202519416809,0.2482505887746811,0.2356147468090057,0.1336524188518524,0.0512652620673179,0.0835376232862472
43.32,0.5851696729660034,0.238566905260086,0.2447020411491394,0.1477096080780029,0.0552975311875343,0.083551213145256
43.68,0.6105473041534424,0.2451382428407669,0.2356325685977935,0.1328580677509308,0.0521048717200756,0.0780837684869766
44.0,0.5688496232032776,0.2536929547786712,0.22241872549057,0.1253383606672287,0.0492331720888614,0.0846647322177887
44.32,0.5792195200920105,0.2438691258430481,0.2309121936559677,0.1370101273059845,0.0526170656085014,0.0827947258949279
44.68,0.6055672764778137,0.2375863194465637,0.2367887496948242,0.1395208835601806,0.0534437522292137,0.079865463078022
45.0,0.6011918187141418,0.2234851419925689,0.2490431070327758,0.1553674191236496,0.0580239072442054,0.0781527757644653
45.32,0.5377024412155151,0.2424533665180206,0.2388077080249786,0.1532029807567596,0.0593182630836963,0.0825938507914543
45.68,0.5793208479881287,0.2207581996917724,0.2390746623277664,0.1577913016080856,0.0583580732345581,0.0804715529084205
46.0,0.5593261122703552,0.2351576834917068,0.2336382865905761,0.1519040912389755,0.0571190156042575,0.0809265002608299
46.32,0.5700809359550476,0.2180305272340774,0.2367144972085952,0.170330673456192,0.0615867152810096,0.0792375579476356
46.68,0.6490972638130188,0.1761630326509475,0.2593911588191986,0.2015753835439682,0.070971705019474,0.0653470978140831
47.0,0.7157401442527771,0.1611157804727554,0.2391694337129593,0.1963603198528289,0.0691844671964645,0.0624016709625721
47.32,0.6978473663330078,0.1470390111207962,0.2425122410058975,0.224988043308258,0.0775293409824371,0.0581909902393817
47.68,0.6679078340530396,0.1491406857967376,0.2315376102924347,0.236502319574356,0.0805586576461792,0.0573765113949775
48.0,0.7350309491157532,0.1249395832419395,0.2405858784914016,0.2407383173704147,0.0838816538453102,0.0511355511844158
48.32,0.8050205111503601,0.0936018750071525,0.1510206460952758,0.1262862086296081,0.0855590999126434,0.0563486143946647
48.68,0.7022587656974792,0.1513631343841552,0.2344276905059814,0.2176603078842163,0.0776168406009674,0.0564623773097991
49.0,0.6840946078300476,0.1482640653848648,0.2340061217546463,0.2286416441202163,0.0808040872216224,0.0546946376562118
49.32,0.742185652256012,0.136711984872818,0.2362687587738037,0.2328943461179733,0.0814775675535202,0.0534192770719528
49.68,0.5916236639022827,0.2311906367540359,0.2242200076580047,0.1372372955083847,0.0526321157813072,0.080266535282135
50.0,0.6050285696983337,0.221705362200737,0.2293601036071777,0.1512076407670974,0.0564329177141189,0.0767622366547584
50.32,0.6017704606056213,0.2248269468545913,0.2353469282388687,0.159103587269783,0.058786291629076,0.0762049183249473
50.68,0.6004959940910339,0.2064403742551803,0.2533426880836487,0.1810512095689773,0.0668615251779556,0.0730573683977127
51.0,0.6044526696205139,0.2035007774829864,0.2567601799964905,0.1852727532386779,0.0684165209531784,0.0708518326282501
51.32,0.5948311686515808,0.2088041454553604,0.2488047778606414,0.1832111477851867,0.067073680460453,0.0707964673638343
51.68,0.5240674018859863,0.2523879408836365,0.2339592427015304,0.1501376181840896,0.0592204369604587,0.083155333995819
52.0,0.3342563211917877,0.3180932104587555,0.2091564536094665,0.144415333867073,0.0663376897573471,0.0711142346262931
52.32,0.413225919008255,0.3200342655181885,0.2254111915826797,0.1277902424335479,0.0560085996985435,0.0710883662104606
52.68,0.4896307289600372,0.2530505061149597,0.2133558988571167,0.138178601861,0.0519207157194614,0.0896636247634887
53.0,0.5077998042106628,0.2605147361755371,0.2192949503660202,0.1352477073669433,0.0519835948944091,0.0847618579864502
53.32,0.278384268283844,0.4866068959236145,0.1840840876102447,0.0820282846689224,0.0463160537183284,0.0941297486424446
53.68,0.3667685985565185,0.3922900855541229,0.2000361531972885,0.0804350823163986,0.0421211309731006,0.0864942744374275
54.0,0.3739017248153686,0.3792899549007416,0.1953232288360595,0.0758015066385269,0.0391694940626621,0.0833389535546302
54.32,0.5085297226905823,0.2908361554145813,0.2159200310707092,0.1011680960655212,0.0442752204835414,0.0824901089072227
54.68,0.497828871011734,0.2991813421249389,0.2135366052389145,0.0969693139195442,0.042846854776144,0.0816908627748489
