Id,Frame,Time,Probability,FaceX0,FaceY0,FaceWidth,FaceHeight,Admiration,Adoration,Aesthetic Appreciation,Amusement,Anger,Anxiety,Awe,Awkwardness,Boredom,Calmness,Concentration,Contemplation,Confusion,Contempt,Contentment,Craving,Determination,Disappointment,Disgust,Distress,Doubt,Ecstasy,Embarrassment,Empathic Pain,Entrancement,Envy,Excitement,Fear,Guilt,Horror,Interest,Joy,Love,Nostalgia,Pain,Pride,Realization,Relief,Romance,Sadness,Satisfaction,Desire,Shame,Surprise (negative),Surprise (positive),Sympathy,Tiredness,Triumph,AU1 Inner Brow Raise,AU2 Outer Brow Raise,AU4 Brow Lowerer,AU5 Upper Lid Raise,AU6 Cheek Raise,AU7 Lids Tight,AU9 Nose Wrinkle,AU10 Upper Lip Raiser,AU11 Nasolabial Furrow Deepener,AU12 Lip Corner Puller,AU14 Dimpler,AU15 Lip Corner Depressor,AU16 Lower Lip Depress,AU17 Chin Raiser,AU18 Lip Pucker,AU19 Tongue Show,AU20 Lip Stretch,AU22 Lip Funneler,AU23 Lip Tightener,AU24 Lip Presser,AU25 Lips Part,AU26 Jaw Drop,AU27 Mouth Stretch,AU28 Lips Suck,AU32 Bite,AU34 Puff,AU37 Lip Wipe,AU38 Nostril Dilate,AU43 Eye Closure,AU53 Head Up,AU54 Head Down,Hand over Mouth,Hand over Eyes,Hand over Forehead,Hand over Face,Hand touching Face / Head,Beaming,Biting lip,Cheering,Cringe,Cry,Eyes closed,Face in hands,Frown,Gasp,Glare,Glaring,Grimace,Grin,Jaw drop,Laugh,Licking lip,Pout,Scowl,Smile,Smirk,Snarl,Squint,Sulking,Tongue out,Wide-eyed,Wince,Wrinkled nose
face_0,8,0.32,0.9999997615814209,262.8324279785156,104.95152282714844,261.6309509277344,341.75242614746094,0.2178158015012741,0.18524272739887238,0.11053788661956787,0.45733916759490967,0.03156793490052223,0.08653603494167328,0.16211636364459991,0.23393264412879944,0.2031892091035843,0.3861437141895294,0.3334289491176605,0.1541205495595932,0.3083644509315491,0.11402370035648346,0.22692321240901947,0.07301536202430725,0.08965782076120377,0.11855997890233994,0.051991675049066544,0.08768113702535629,0.20780184864997864,0.0866440013051033,0.07490946352481842,0.03963173180818558,0.1555122435092926,0.042752768844366074,0.2612009048461914,0.06897883862257004,0.035817962139844894,0.039320386946201324,0.5593952536582947,0.39720943570137024,0.24855607748031616,0.07115201652050018,0.04336386173963547,0.0973769873380661,0.16761165857315063,0.1069832518696785,0.08694270253181458,0.06164495274424553,0.27735435962677,0.10793695598840714,0.03543010354042053,0.06005779653787613,0.09564847499132156,0.06916764378547668,0.1147221103310585,0.06204911321401596,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
face_1,8,0.32,0.9999922513961792,916.5817260742188,204.36355590820312,221.19183349609375,276.8283996582031,0.2307266891002655,0.2264796495437622,0.1255270540714264,0.43685182929039,0.034988973289728165,0.07635154575109482,0.08162033557891846,0.23062676191329956,0.3056485652923584,0.575766921043396,0.35847094655036926,0.18143166601657867,0.22286829352378845,0.16725021600723267,0.34747183322906494,0.07004420459270477,0.10485034435987473,0.15224212408065796,0.05623443424701691,0.08325929939746857,0.20952396094799042,0.06924314796924591,0.07784570753574371,0.04469327628612518,0.13842082023620605,0.050248321145772934,0.18442592024803162,0.0406731441617012,0.04049403592944145,0.018633294850587845,0.5269848108291626,0.391165167093277,0.3312205672264099,0.09515189379453659,0.04852811619639397,0.15256187319755554,0.13129785656929016,0.12401677668094635,0.11265110224485397,0.08485014736652374,0.38014280796051025,0.10441474616527557,0.04487791657447815,0.02552861161530018,0.03403960540890694,0.08812359720468521,0.1439586877822876,0.0695187896490097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
face_0,17,0.68,1.0,243.69113159179688,118.5851058959961,233.21502685546875,290.9030227661133,0.18188360333442688,0.14802031219005585,0.1101546436548233,0.2728913724422455,0.045729175209999084,0.10140649229288101,0.09118985384702682,0.2319260835647583,0.44639045000076294,0.6902785897254944,0.4960980713367462,0.2299511581659317,0.2639881372451782,0.17754875123500824,0.2684823274612427,0.07136856764554977,0.13924653828144073,0.21425306797027588,0.050748903304338455,0.10051104426383972,0.2665083706378937,0.04331266134977341,0.08072580397129059,0.049362700432538986,0.15325523912906647,0.052569080144166946,0.11215248703956604,0.05417504161596298,0.053422171622514725,0.02320396900177002,0.48355937004089355,0.20474876463413239,0.1910669356584549,0.08551692962646484,0.04418686032295227,0.11876854300498962,0.15403331816196442,0.1006501093506813,0.07925506681203842,0.1083269938826561,0.24848073720932007,0.08465369790792465,0.05018756166100502,0.03635169193148613,0.04339700937271118,0.08183133602142334,0.19282950460910797,0.04774627834558487,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
face_1,17,0.68,0.999996542930603,919.8067626953125,207.73458862304688,216.7550048828125,270.7622375488281,0.1294374018907547,0.17468644678592682,0.09044904261827469,0.27730512619018555,0.02726912871003151,0.08232138305902481,0.053984642028808594,0.1538105458021164,0.24932099878787994,0.731033980846405,0.22469758987426758,0.12009669095277786,0.12405186146497726,0.11381163448095322,0.4285461902618408,0.044957682490348816,0.06027602031826973,0.18261736631393433,0.05140494555234909,0.12943913042545319,0.10955305397510529,0.12605005502700806,0.09350449591875076,0.06815006583929062,0.13470982015132904,0.027203071862459183,0.1285591572523117,0.042183130979537964,0.05878768116235733,0.016861161217093468,0.22487835586071014,0.3479093313217163,0.3750408887863159,0.11698025465011597,0.14003396034240723,0.11470083892345428,0.1266770213842392,0.34555304050445557,0.12166813760995865,0.15316125750541687,0.5639712810516357,0.12365338951349258,0.07079710066318512,0.017229627817869186,0.017919622361660004,0.06506489217281342,0.353076696395874,0.06339637190103531,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
face_0,25,1.0,1.0,234.75238037109375,133.6136474609375,228.4173583984375,283.1963195800781,0.1722516119480133,0.1405598372220993,0.10787466168403625,0.2585199177265167,0.04777926951646805,0.10385891795158386,0.08664751797914505,0.23312363028526306,0.4794156551361084,0.7177499532699585,0.5069737434387207,0.22838063538074493,0.26379135251045227,0.18045039474964142,0.26677197217941284,0.0711202472448349,0.14089435338974,0.22511056065559387,0.05235682800412178,0.10343001782894135,0.26632779836654663,0.04216654598712921,0.08241690695285797,0.05113265663385391,0.15331032872200012,0.052757568657398224,0.10485972464084625,0.05367211997509003,0.05591906979680061,0.022678742185235023,0.4710538685321808,0.1934780478477478,0.18408328294754028,0.08473652601242065,0.04656178876757622,0.11471672356128693,0.15147584676742554,0.10116241872310638,0.0783463716506958,0.11619968712329865,0.2418852299451828,0.08537499606609344,0.05294785648584366,0.03588906303048134,0.04164482280611992,0.08208601176738739,0.20974761247634888,0.04539821296930313,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
face_1,25,1.0,0.9999778270721436,919.5266723632812,207.5945587158203,212.76129150390625,266.70472717285156,0.21537138521671295,0.21073730289936066,0.12019864469766617,0.42928385734558105,0.03654564172029495,0.07408258318901062,0.07483472675085068,0.2347135692834854,0.32138800621032715,0.646640956401825,0.3467111885547638,0.163201704621315,0.20822899043560028,0.17932258546352386,0.38015156984329224,0.05843133106827736,0.10058344155550003,0.1691020280122757,0.06021115928888321,0.08480630815029144,0.20073401927947998,0.06678450107574463,0.08083243668079376,0.047507528215646744,0.13149061799049377,0.04909535497426987,0.17097342014312744,0.03847047686576843,0.042029716074466705,0.01760905049741268,0.48457565903663635,0.3910510838031769,0.316320538520813,0.09734775871038437,0.051558203995227814,0.16335994005203247,0.12819795310497284,0.14104199409484863,0.09865142405033112,0.09427504241466522,0.39136531949043274,0.08271133154630661,0.04715680703520775,0.024598482996225357,0.03227511793375015,0.0936591774225235,0.16140900552272797,0.06970496475696564,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
face_0,33,1.32,1.0,234.28033447265625,137.3556671142578,223.6690673828125,282.75978088378906,0.14293166995048523,0.10413813591003418,0.09760183095932007,0.183195561170578,0.058709245175123215,0.12118664383888245,0.09475342184305191,0.2220095545053482,0.5505613088607788,0.7410368323326111,0.5862166285514832,0.24573096632957458,0.3088363707065582,0.18179713189601898,0.21374458074569702,0.06782778352499008,0.15452279150485992,0.2396187037229538,0.05676749721169472,0.11812447011470795,0.2944379448890686,0.03411945328116417,0.07736685872077942,0.055530376732349396,0.16434955596923828,0.054100409150123596,0.079890675842762,0.06759817153215408,0.060812368988990784,0.028370190411806107,0.43863779306411743,0.13018125295639038,0.12826652824878693,0.07715800404548645,0.05043979734182358,0.09208481758832932,0.15657292306423187,0.08511492609977722,0.0610286146402359,0.13355033099651337,0.17670731246471405,0.07494417577981949,0.05246899276971817,0.04593421146273613,0.048659324645996094,0.07541713863611221,0.23571336269378662,0.03550463914871216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
face_1,33,1.32,0.9999865293502808,915.9105834960938,202.22845458984375,210.86505126953125,262.4515075683594,0.18214844167232513,0.16675962507724762,0.11272520571947098,0.3159361481666565,0.04131433740258217,0.08284281194210052,0.06845396757125854,0.22794948518276215,0.42256277799606323,0.7448223233222961,0.4154616892337799,0.18914629518985748,0.2350120097398758,0.19270627200603485,0.34601762890815735,0.056029729545116425,0.11174824088811874,0.204947829246521,0.061876941472291946,0.09479999542236328,0.23054362833499908,0.05064443126320839,0.07789286226034164,0.051911331713199615,0.13616210222244263,0.049541961401700974,0.11816210299730301,0.03943367674946785,0.04761829599738121,0.016769884154200554,0.45073992013931274,0.2828243374824524,0.2419310063123703,0.09498967230319977,0.05453536659479141,0.14264382421970367,0.13030533492565155,0.13079917430877686,0.08357863873243332,0.11615565419197083,0.32661980390548706,0.07641641795635223,0.05050644651055336,0.024805458262562752,0.028406215831637383,0.09271040558815002,0.20798726379871368,0.05451541766524315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
face_0,42,1.68,1.0,227.2484588623047,127.88446044921875,233.51429748535156,298.13604736328125,0.1401652991771698,0.10253532230854034,0.09843184798955917,0.1621479094028473,0.05542651191353798,0.12368250638246536,0.08703985065221786,0.20807775855064392,0.62453293800354,0.7322690486907959,0.6240177750587463,0.2951343357563019,0.3405589759349823,0.189003124833107,0.2028927206993103,0.06703730672597885,0.1554214060306549,0.25329115986824036,0.059000976383686066,0.12542586028575897,0.32853272557258606,0.030083097517490387,0.07324524968862534,0.05687921494245529,0.16615939140319824,0.05450289696455002,0.06563426554203033,0.06304319202899933,0.062104158103466034,0.024839788675308228,0.43424609303474426,0.1125962883234024,0.12198701500892639,0.08085815608501434,0.053636349737644196,0.08727464079856873,0.15881241858005524,0.08103454113006592,0.0622253455221653,0.14671732485294342,0.16528598964214325,0.07631927728652954,0.05373156815767288,0.03992878645658493,0.038765981793403625,0.07517670094966888,0.2558174729347229,0.031511031091213226,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
face_1,42,1.68,0.999998927116394,898.9050903320312,195.36851501464844,212.78631591796875,266.2341766357422,0.16306817531585693,0.1444459855556488,0.10386160761117935,0.27398085594177246,0.050288982689380646,0.09561557322740555,0.07338778674602509,0.22944751381874084,0.4469059407711029,0.688515841960907,0.4300300180912018,0.19544845819473267,0.2807367146015167,0.1998348832130432,0.29333558678627014,0.05702953413128853,0.11566419154405594,0.222906231880188,0.0736587718129158,0.11128983646631241,0.2581118047237396,0.04765978455543518,0.08031046390533447,0.058515630662441254,0.13584131002426147,0.05099819600582123,0.10885555297136307,0.04834942892193794,0.051791712641716,0.02127300202846527,0.42808467149734497,0.24083378911018372,0.20640872418880463,0.08777423202991486,0.06511824578046799,0.12324411422014236,0.13370656967163086,0.11716272681951523,0.0760645940899849,0.13145077228546143,0.27680137753486633,0.07821008563041687,0.053520169109106064,0.03104788064956665,0.032509543001651764,0.08715514838695526,0.22206175327301025,0.0496499240398407,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
